Event,Year,Rider,Position,Cap/Bib,Class,Days,Hours,Minutes,Result,Bike,Data Source,Category,Finish Location,Notes,Slug
Arizona Trail Race (300),2015,Neil Stitzer,2,,Solo,2,8,13,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Darren Smith,3,,Solo,2,8,21,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Hunter Keating,4,,Solo,2,10,51,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Joey Ernst,5,,Solo,2,11,19,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Aaron Boatman,6,,Solo,2,11,26,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Aaron Denberg,7,,Solo,2,13,17,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Jay Petervary,8,,Solo,2,15,42,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Kaitlyn Boyle,9,,Solo,2,20,41,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Ray Hemmele,,,ITT,2,22,16,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Adam Marcinkiewicz,10,,Solo,3,1,47,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Bob Monahan,11,,Solo,3,5,27,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Alexis Ault,12,,Solo,3,6,0,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Dylan Taylor,13,,Solo,3,7,21,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Rich Otten,14,,Solo,3,7,52,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Mike Prochaska,15,,Solo,3,8,13,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Robert Orr,16,,Solo,3,8,14,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Matt Quinn,17,,Solo,3,8,46,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Alice Drobna,18,,Solo,3,10,30,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Rick Miller,19,,Solo,3,13,57,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Josiah Morgan,20,,Solo,3,14,36,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Tanner Morgan,21,,Solo,3,16,29,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Ross Delaplane,22,,Solo,3,16,46,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Jason Thorman,23,,Solo,3,16,56,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Sam Aspacher,24,,Solo,4,1,35,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Scott Jones,25,,Solo,4,2,4,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Jens MacAller,26,,Solo,4,3,44,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Gunther Desmedt,27,,Solo,4,5,20,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Todd Denham,28,,Solo,4,8,20,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Mark Caminiti,29,,Solo,4,11,11,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Eric Dannenberg,30,,Solo,4,11,28,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Greg Hardy,31,,Solo,4,11,33,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Mark Ruda,32,,Solo,4,13,38,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Norb DeKerchove,33,,Solo,4,14,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Tim Van den Daele,34,,Solo,4,18,28,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Katerine Wallace,35,,Solo,5,0,51,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Jeff Tomassetti,36,,Solo,5,0,51,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Zane Nelson,37,,Solo,5,12,8,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Ron Thomson,38,,Solo,5,15,47,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,John Fairbairn,39,,Solo,6,0,0,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Rich Wolf,40,,Solo,6,7,13,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Cassi Morelock,41,,Solo,6,10,55,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Adam Vaughan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Arturo Codina,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Ben Thornton,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Resto,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Chris Hull,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Danny Hill,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,David Wicks,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Dejay Birtch,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Elliot DuMont,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Garrett Alexander,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Jason Hanson,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Matthew Brunson,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Michael Ackerman,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Mike Kunnecke,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Montana Miller,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Ryan Mostue,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Todd Holmes,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Tom Wolf,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2015,Will Ward,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Kurt Refsnider,1,,Solo,1,21,7,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Aaron Gulley,2,,Solo,2,0,0,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Neil Beltchenko,3,,Solo,2,1,20,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Shawn Gregory,4,,Solo,2,12,50,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Alison Kinsler,5,,Solo,2,15,3,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jay Petervary,6,,Solo,2,17,29,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Mike Behrendt,7,,Solo,2,21,7,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jeff Hemperly,8,,Solo,2,21,48,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Dan Holmes,9,,Solo,2,22,18,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Anthony Diede,10,,Solo,2,22,26,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Brian Brothers,11,,Solo,3,1,13,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Josh Van Jura,12,,Solo,3,4,34,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Aaron Johnson,13,,Solo,3,4,59,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Sam Newbury,14,,Solo,3,6,8,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Mike Prochaska,15,,Solo,3,12,7,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Rick Miller,16,,Solo,3,15,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Barry Ritchey,17,,Solo,3,16,50,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Ryan O'Connor,18,,Solo,3,18,59,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Brad Eckert,19,,Solo,3,19,0,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Arno Minner,20,,Solo,3,21,15,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Alexis Ault,21,,Solo,3,23,14,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Elliot Dumont,22,,Solo,3,??,??,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jeff Poitras,23,,Solo,4,4,11,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Tom Wolf,24,,Solo,4,4,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Michael Ackerman,25,,Solo,4,7,29,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Matt Quinn,26,,Solo,4,8,25,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Justin Nelson,27,,Solo,4,12,30,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jeff Palmer,28,,Solo,4,12,30,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Caroline Soong,29,,Solo,4,12,48,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Gregory Hardy,30,,Solo,4,12,50,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Holly Hovious,1,,Pair,4,13,30,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Josh Ellner,2,,Pair,4,13,30,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Mark Caminiti,31,,Solo,5,1,17,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Ron Thomson,1,,Triple,6,9,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Donald Houk,2,,Triple,6,9,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jeff Swanstrum,3,,Triple,6,9,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jill Hueckman,32,,Solo,7,4,49,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Aaron Boatman,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Aaron Denberg,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Aleck MacKinnon,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Anna Kiep,,,Solo,,,,Scratched,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Carlos Resto,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Christina Nacos,,,Solo,,,,Scratched,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Chris Reichel,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Craig Bozzy,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Dan Hensley,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Darren Smith,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Dave Wilson,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Garan Mangan-Dimunzio,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jeff Killian,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Jen Judge,,,Solo,,,,Scratched,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2014,James Foulks,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Paul Spencer,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Sean Allan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2014,Tom Wolf,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Aaron Gulley,1,,Solo,2,3,59,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Pete Basinger,2,,Solo,2,12,18,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Eszter Horanyi,3,,Solo,2,13,15,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Aaron Boatman,4,,Solo,2,17,31,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Dave Wilson,5,,Solo,2,21,23,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Neil Beltchenko,6,,Solo,2,21,49,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Ross Cairns,7,,Solo,2,23,4,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Max Morris,8,,Solo,3,2,20,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Luke Jay,9,,Solo,3,3,23,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Aaron Denberg,10,,Solo,3,6,13,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Cjell Money,11,,Solo,3,7,17,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Blake Bockius,12,,Solo,3,9,38,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Forest Baker,13,,Solo,3,16,24,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Eric Foster,14,,Solo,3,16,51,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Holt Harlan,15,,Solo,3,17,32,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Mark Allen,16,,Solo,3,17,43,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Scott Jones,17,,Solo,4,0,5,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,John Schilling,18,,Solo,4,1,56,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Sharon Sell,1,,Pair,4,5,0,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Michael Braun,2,,Pair,4,5,0,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Nancy Gray,3,,Pair,4,5,15,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Jeff Ziemski,4,,Pair,4,5,15,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Mark Caminiti,19,,Solo,5,9,10,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Rich Wolf,20,,Solo,5,14,41,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Sheila Torres,21,,Solo,5,17,13,Finished,Traditional/Geared,Website,Women,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Ron Thomson,1,,Triple,6,2,22,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Donald Houk,2,,Triple,6,2,22,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Jeff Swanstrum,3,,Triple,6,2,22,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Kurt Refsnider,,,ITT,2,2,20,Finished,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Adam Vaughan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Aleck MacKinnon,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Anthony Berberich,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Ben Tirpak,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Bob Monahan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Chad Brown,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,JC Cullen,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Jeff Butler,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Jonathan Buchanan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Josiah Morgon,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Judd Rohwer,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
Arizona Trail Race (300),2013,Laurie Horton,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,arizona-trail-race-300
